case_ts_number,requested_date,machine_salesmodel,machine_hours,part_number,part_description,complaint,description,complaint_local_language,test_performed,test_performed_local_language,site_conditions,correction,correction_local_language,cause,cause_local_language,additional_machine_attachments,state,causing_part_name,function_group,defect_code_id,defect_code_description,defect_code_definition,application_short_description,fault_codes
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
",P040964 EGR Differential Pressure Sensor - Signal Plausibility Failure,null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P040964""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
","P04009C Exhaust Gas Recirculation """"A"""" Flow - Low/Insufficient Flow",null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P04009C""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
",P040964 EGR Differential Pressure Sensor - Signal Plausibility Failure,null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P040964""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
",P040964 EGR Differential Pressure Sensor - Signal Plausibility Failure,null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P040964""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
","P04009C Exhaust Gas Recirculation """"A"""" Flow - Low/Insufficient Flow",null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P04009C""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
",P040964 EGR Differential Pressure Sensor - Signal Plausibility Failure,null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P040964""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
","P04009C Exhaust Gas Recirculation """"A"""" Flow - Low/Insufficient Flow",null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P04009C""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
",P040964 EGR Differential Pressure Sensor - Signal Plausibility Failure,null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P040964""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
","P04009C Exhaust Gas Recirculation """"A"""" Flow - Low/Insufficient Flow",null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P04009C""]"
TS3023253,2019-01-10T13:39:25Z,L70H,6409,22706138,null,"Error codes active and performance problems. Second time EGR cooler is clogged on this machine.
 
","P04009C Exhaust Gas Recirculation """"A"""" Flow - Low/Insufficient Flow",null,"We replaced the EGR cooler first and still the machine had rimpull problems. Then measured the return flow on the injectors and found 130 ml at low idle and 330 ml at high idle. We replaced the injectors and that solved the problem.
 
",null,null,"Hello Sjoerd Anne, Thanks for sharing this information. Have attached this case to QCIN2293087. /David Dujmovic
 
",null,"To much internal leakage at the fuel injectors. Customer is using Volvo filters.
 
",null,null,Closed,VOE22706138,237 Injector; delivery pipe,c9362df9db964b004dd1f3361d961964,Internal leakage,Code is applicable to internal leakage and/or with abnormal fluid levels (Transfer of oil/water/fuel,Processing low density bulk-material,"[""P04009C""]"
TS3015587,2018-11-20T11:54:59Z,L70H,3597,17483620,null,"Engine derate error code P206A11 active.
",P206A11 Reductant Quality - Circuit Short To Ground,null,"We refilled the tank and removed the error codes. But soon the code was active again.
We removed the Adblue tank and replaced the Adblue tank unit.",null,null,null,null,Adblue tank unit contact fault. Adblue tank unit replaced.,null,null,Accept/Reject,VOE17483620,254 Catalytic converter; exhaust emission control equipment,c1362df9db964b004dd1f3361d961964,EATS Problem (Only applicable for T4I & T4F),"All problems and/or failures related to EATS, only",Recycling - General waste and scrap handling,"[""P206A11""]"
TS3015587,2018-11-20T11:54:59Z,L70H,3597,17483620,null,"Engine derate error code P206A11 active.
",P206A11 Reductant Quality - Circuit Short To Ground,null,"We refilled the tank and removed the error codes. But soon the code was active again.
We removed the Adblue tank and replaced the Adblue tank unit.",null,null,null,null,Adblue tank unit contact fault. Adblue tank unit replaced.,null,null,Accept/Reject,VOE17483620,254 Catalytic converter; exhaust emission control equipment,c1362df9db964b004dd1f3361d961964,EATS Problem (Only applicable for T4I & T4F),"All problems and/or failures related to EATS, only",Recycling - General waste and scrap handling,"[""P206A11""]"
TS3015587,2018-11-20T11:54:59Z,L70H,3597,17483620,null,"Engine derate error code P206A11 active.
",P206A11 Reductant Quality - Circuit Short To Ground,null,"We refilled the tank and removed the error codes. But soon the code was active again.
We removed the Adblue tank and replaced the Adblue tank unit.",null,null,null,null,Adblue tank unit contact fault. Adblue tank unit replaced.,null,null,Accept/Reject,VOE17483620,254 Catalytic converter; exhaust emission control equipment,c1362df9db964b004dd1f3361d961964,EATS Problem (Only applicable for T4I & T4F),"All problems and/or failures related to EATS, only",Recycling - General waste and scrap handling,"[""P206A11""]"
TS3053368,2019-08-11T22:00:00Z,L60H,143,22882969,null,Machine randomly generates fault codes P245221 and P245216.,"P245221 Particulate Filter Pressure Sensor """"A"""" - Signal Amplitude Less Than Minimum",null,"Customers complain ands Caretrack shows that on many D6 Stage V machines both codes P245221 and P24516 always show up at exact same time. 
These  code are never active when mechanic is at the machine.
Then all sensor values look normal. We expect that this is a software issue. See enclosed excel file for caretrack summary.",null,null,null,null,null,null,null,In Progress,VOE22882969,254 Catalytic converter; exhaust emission control equipment,cd362df9db964b004dd1f3361d961963,"Software problem, only (Excluding ECU's)",Code is only applicable to Software problem and require specific information with software version n,"Earth, Soil, Clay, Mud shifting, Slurry","[""P245221""]"
TS3053368,2019-08-11T22:00:00Z,L60H,143,22882969,null,Machine randomly generates fault codes P245221 and P245216.,"P245216 Particulate Filter Pressure Sensor """"A"""" - Circuit Voltage Below Threshold",null,"Customers complain ands Caretrack shows that on many D6 Stage V machines both codes P245221 and P24516 always show up at exact same time. 
These  code are never active when mechanic is at the machine.
Then all sensor values look normal. We expect that this is a software issue. See enclosed excel file for caretrack summary.",null,null,null,null,null,null,null,In Progress,VOE22882969,254 Catalytic converter; exhaust emission control equipment,cd362df9db964b004dd1f3361d961963,"Software problem, only (Excluding ECU's)",Code is only applicable to Software problem and require specific information with software version n,"Earth, Soil, Clay, Mud shifting, Slurry","[""P245216""]"
TS3400656,2024-08-20T12:25:49Z,L70H,4,53022321,ELECTRONIC UNIT,"with tech tool hooked up i have active u100188 can sensor subnet error, bus off.  this is a new machine care track is activated, spec sheet shows no onboard weighing hardware,  vehicle messages is not displaying any error messages, also have found that when you have ignition key in radio position the radio which is in the copilot sid does not come on until key switch is in position 1, ",u100188,null,"i have checked for new software in software administrator for sid , there is no new software available",null,shop,null,null,null,null,null,Closed,VOE53022321,"387 Warning/information unit, display unit",c85a07a5876ecd10eb664116cebb3561,FG2: Other ,Only to be used if none of the available def codes matches,"Aggregates, Sand, Gravel","[""U100188""]"
